id,source,source_url,external_id,first_seen_at,last_seen_at,observed_at,title,address,project_slug,project_name,property_type,purpose,price_total_vnd,price_per_m2_vnd,rent_monthly_vnd,area_m2,bedrooms,bathrooms,floor_number,total_floors,subdivision,tower,view,furniture,legal_status,is_verified,quality_flags_json,dedupe_key
6751,onehousing,https://onehousing.vn/bds/can-3pn-toa-s2-05-the-sapphire-vinhomes-smart-city.COWWUM,45f222b6-7bc7-4ff2-b287-f47470f77c4a,2026-06-14T04:45:55.903437+00:00,2025-11-06T10:36:23+00:00,2026-06-14T04:45:55.903437+00:00,Căn 3PN - tòa S2.05 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,6464000000.0,86000000.0,,75.1,3.0,2.0,22.0,,The Sapphire,S2.05,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:45f222b6-7bc7-4ff2-b287-f47470f77c4a
6752,onehousing,https://onehousing.vn/bds/can-studio-toa-tc3-the-canopy-residences-vinhomes-smart-city.S1YBYN,f29823a2-78e8-4ad0-b3eb-77f4ea3bb535,2026-06-14T04:45:55.903437+00:00,2025-11-05T03:50:31+00:00,2026-06-14T04:45:55.903437+00:00,Căn Studio - tòa TC3 - The Canopy Residences - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,2828000000.0,111000000.0,,25.5,0.0,1.0,6.0,,The Canopy Residences,TC3,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:f29823a2-78e8-4ad0-b3eb-77f4ea3bb535
6753,onehousing,https://onehousing.vn/bds/can-2pn-toa-s3-02-the-sapphire-vinhomes-smart-city.PAKFWN,6ecf69cf-3cce-4430-a02d-e13e240936de,2026-06-14T04:45:55.903437+00:00,2026-01-09T09:33:01+00:00,2026-06-14T04:45:55.903437+00:00,Căn 2PN+ - tòa S3.02 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,5959000000.0,94000000.0,,63.4,2.0,2.0,26.0,,The Sapphire,S3.02,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:6ecf69cf-3cce-4430-a02d-e13e240936de
6754,onehousing,https://onehousing.vn/bds/can-2pn-toa-s3-01-the-sapphire-vinhomes-smart-city.LHF21O,429f6a17-f087-4976-a2a0-19dbad1742ab,2026-06-14T04:45:55.903437+00:00,2026-02-23T04:47:09+00:00,2026-06-14T04:45:55.903437+00:00,Căn 2PN+ - tòa S3.01 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,7474000000.0,102000000.0,,73.6,2.0,2.0,20.0,,The Sapphire,S3.01,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:429f6a17-f087-4976-a2a0-19dbad1742ab
6755,onehousing,https://onehousing.vn/bds/can-1pn-toa-s2-03-the-sapphire-vinhomes-smart-city.QIYTNZ,a2243d52-56ae-43ac-88f8-3a1005ee7cb5,2026-06-14T04:45:55.903437+00:00,2025-11-03T08:54:10+00:00,2026-06-14T04:45:55.903437+00:00,Căn 1PN+ - tòa S2.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,5800000000.0,135000000.0,,42.9,1.0,1.0,22.0,,The Sapphire,S2.03,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:a2243d52-56ae-43ac-88f8-3a1005ee7cb5
6756,onehousing,https://onehousing.vn/bds/can-2pn-toa-s3-01-the-sapphire-vinhomes-smart-city.GBXC7X,27148d08-eafa-4d4c-8682-281483b2472b,2026-06-14T04:45:55.903437+00:00,2025-11-24T05:09:11+00:00,2026-06-14T04:45:55.903437+00:00,Căn 2PN+ - tòa S3.01 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,5454000000.0,86000000.0,,63.1,2.0,2.0,,,The Sapphire,S3.01,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:27148d08-eafa-4d4c-8682-281483b2472b
6757,onehousing,https://onehousing.vn/bds/can-1pn-toa-gs3-the-miami-vinhomes-smart-city.GFVOKC,9508e6b9-ce3a-47aa-b9b5-86e331efda55,2026-06-14T04:45:55.903437+00:00,2025-11-28T04:34:49+00:00,2026-06-14T04:45:55.903437+00:00,Căn 1PN+ - tòa GS3 - The Miami - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4040000000.0,94000000.0,,42.8,1.0,1.0,3.0,,The Miami,GS3,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:9508e6b9-ce3a-47aa-b9b5-86e331efda55
6758,onehousing,https://onehousing.vn/bds/can-3pn-toa-gs6-the-miami-vinhomes-smart-city.ZYUZ1A,5af83d13-f047-43dc-8ebc-62fcc3747b2c,2026-06-14T04:45:55.903437+00:00,2025-11-17T09:35:20+00:00,2026-06-14T04:45:55.903437+00:00,Căn 3PN - tòa GS6 - The Miami - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,7272000000.0,90000000.0,,80.7,3.0,2.0,35.0,,The Miami,GS6,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:5af83d13-f047-43dc-8ebc-62fcc3747b2c
6759,onehousing,https://onehousing.vn/bds/can-2pn-toa-s2-03-the-sapphire-vinhomes-smart-city.VY7GQE,cba61c7f-8b7b-4b14-9472-f4db086c7997,2026-06-14T04:45:55.903437+00:00,2025-11-17T09:49:42+00:00,2026-06-14T04:45:55.903437+00:00,Căn 2PN+ - tòa S2.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,5860000000.0,93000000.0,,62.8,2.0,2.0,28.0,,The Sapphire,S2.03,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:cba61c7f-8b7b-4b14-9472-f4db086c7997
6760,onehousing,https://onehousing.vn/bds/can-1pn-toa-gs6-the-miami-vinhomes-smart-city.APGINU,bfc2e728-589c-416a-89a4-ebc139fbd506,2026-06-14T04:45:55.903437+00:00,2025-11-17T09:51:31+00:00,2026-06-14T04:45:55.903437+00:00,Căn 1PN+ - tòa GS6 - The Miami - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4545000000.0,96000000.0,,47.1,1.0,1.0,12.0,,The Miami,GS6,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:bfc2e728-589c-416a-89a4-ebc139fbd506
6761,onehousing,https://onehousing.vn/bds/can-studio-toa-s3-02-the-sapphire-vinhomes-smart-city.X0XRW8,4c3d1ebc-3555-4f43-a702-566eacb0ade9,2026-06-14T04:45:55.903437+00:00,2025-12-11T09:49:03+00:00,2026-06-14T04:45:55.903437+00:00,Căn Studio - tòa S3.02 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,3180000000.0,100000000.0,,31.7,0.0,1.0,19.0,,The Sapphire,S3.02,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:4c3d1ebc-3555-4f43-a702-566eacb0ade9
6762,onehousing,https://onehousing.vn/bds/can-3pn-toa-sa3-the-sakura-vinhomes-smart-city.F7EAFY,3fb8095e-405b-4482-b707-135ec2c6e506,2026-06-14T04:45:55.903437+00:00,2025-11-29T02:33:26+00:00,2026-06-14T04:45:55.903437+00:00,Căn 3PN - tòa SA3 - The Sakura - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,6460000000.0,79000000.0,,81.5,3.0,2.0,39.0,,The Sakura,SA3,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:3fb8095e-405b-4482-b707-135ec2c6e506
6723,onehousing,https://onehousing.vn/bds/can-1pn-toa-s4-02-the-sapphire-vinhomes-smart-city.VZV0CL,fad0cdbc-f6b9-44b0-a1f8-6f7576ba7140,2026-06-14T04:45:55.872334+00:00,2025-11-26T04:43:33+00:00,2026-06-14T04:45:55.872334+00:00,Căn 1PN+ - tòa S4.02 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4000000000.0,93000000.0,,43.0,1.0,1.0,,,The Sapphire,S4.02,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:fad0cdbc-f6b9-44b0-a1f8-6f7576ba7140
6724,onehousing,https://onehousing.vn/bds/can-3pn-toa-sa3-the-sakura-vinhomes-smart-city.68JH4D,7560ebd3-b124-4f1f-b14f-4a953ed0e099,2026-06-14T04:45:55.872334+00:00,2025-11-21T10:36:02+00:00,2026-06-14T04:45:55.872334+00:00,Căn 3PN - tòa SA3 - The Sakura - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,8440000000.0,89000000.0,,94.5,3.0,2.0,22.0,,The Sakura,SA3,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:7560ebd3-b124-4f1f-b14f-4a953ed0e099
6725,onehousing,https://onehousing.vn/bds/can-studio-toa-s4-03-the-sapphire-vinhomes-smart-city.HS3B3J,decbe912-ba5e-42ca-a344-8f8efa69196c,2026-06-14T04:45:55.872334+00:00,2025-11-27T04:51:04+00:00,2026-06-14T04:45:55.872334+00:00,Căn Studio - tòa S4.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,3131000000.0,93000000.0,,33.7,0.0,1.0,8.0,,The Sapphire,S4.03,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:decbe912-ba5e-42ca-a344-8f8efa69196c
6726,onehousing,https://onehousing.vn/bds/can-1pn-toa-sa1-the-sakura-vinhomes-smart-city.KQ7EJS,4629ebee-25cd-45aa-85b6-0329f49b6d77,2026-06-14T04:45:55.872334+00:00,2025-11-26T04:43:08+00:00,2026-06-14T04:45:55.872334+00:00,Căn 1PN+ - tòa SA1 - The Sakura - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,3884000000.0,91000000.0,,42.9,1.0,1.0,37.0,,The Sakura,SA1,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:4629ebee-25cd-45aa-85b6-0329f49b6d77
6727,onehousing,https://onehousing.vn/bds/can-2pn-toa-s1-02-the-sapphire-vinhomes-smart-city.KT39ML,0c74bc11-db59-4efe-ac90-e743e4909d73,2026-06-14T04:45:55.872334+00:00,2025-11-19T08:51:35+00:00,2026-06-14T04:45:55.872334+00:00,Căn 2PN+ - tòa S1.02 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,5757000000.0,92000000.0,,62.8,2.0,2.0,22.0,,The Sapphire,S1.02,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:0c74bc11-db59-4efe-ac90-e743e4909d73
6728,onehousing,https://onehousing.vn/bds/can-2pn-toa-s1-01-the-sapphire-vinhomes-smart-city.8IRB1E,9166c6ce-e33e-459e-a6a4-674f1bf03497,2026-06-14T04:45:55.872334+00:00,2025-11-19T05:19:11+00:00,2026-06-14T04:45:55.872334+00:00,Căn 2PN+ - tòa S1.01 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,5303000000.0,84000000.0,,63.0,2.0,2.0,5.0,,The Sapphire,S1.01,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:9166c6ce-e33e-459e-a6a4-674f1bf03497
6729,onehousing,https://onehousing.vn/bds/can-studio-toa-s3-03-the-sapphire-vinhomes-smart-city.C7RRDQ,389f649f-0d24-423c-adf7-8255e42f996f,2026-06-14T04:45:55.872334+00:00,2026-01-06T04:01:15+00:00,2026-06-14T04:45:55.872334+00:00,Căn Studio - tòa S3.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,3131000000.0,99000000.0,,31.6,0.0,1.0,,,The Sapphire,S3.03,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:389f649f-0d24-423c-adf7-8255e42f996f
6730,onehousing,https://onehousing.vn/bds/can-studio-toa-s2-03-the-sapphire-vinhomes-smart-city.DTBP9W,fe5dd753-d4ae-4d16-871a-8b6740a77808,2026-06-14T04:45:55.872334+00:00,2025-11-26T01:57:54+00:00,2026-06-14T04:45:55.872334+00:00,Căn Studio - tòa S2.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,2879000000.0,102000000.0,,28.1,0.0,1.0,11.0,,The Sapphire,S2.03,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:fe5dd753-d4ae-4d16-871a-8b6740a77808
6731,onehousing,https://onehousing.vn/bds/can-2pn-toa-s1-02-the-sapphire-vinhomes-smart-city.GR5MS9,711c9640-f050-44b8-a84d-14a5dc8f001a,2026-06-14T04:45:55.872334+00:00,2025-11-18T05:19:12+00:00,2026-06-14T04:45:55.872334+00:00,Căn 2PN - tòa S1.02 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4949000000.0,91000000.0,,54.1,2.0,1.0,18.0,,The Sapphire,S1.02,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:711c9640-f050-44b8-a84d-14a5dc8f001a
6732,onehousing,https://onehousing.vn/bds/can-1pn-toa-tc2-the-canopy-residences-vinhomes-smart-city.ICE4TK,f4c37d7e-63f1-4887-8737-3e6e5b8ecfe3,2026-06-14T04:45:55.872334+00:00,2025-11-17T07:39:28+00:00,2026-06-14T04:45:55.872334+00:00,Căn 1PN - tòa TC2 - The Canopy Residences - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4300000000.0,93000000.0,,46.2,1.0,1.0,31.0,,The Canopy Residences,TC2,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:f4c37d7e-63f1-4887-8737-3e6e5b8ecfe3
6733,onehousing,https://onehousing.vn/bds/can-3pn-toa-tk2-the-tonkin-vinhomes-smart-city.HISAKW,c1bd182c-0570-4b50-870c-d9d8c4dd7a69,2026-06-14T04:45:55.872334+00:00,2025-11-17T05:18:50+00:00,2026-06-14T04:45:55.872334+00:00,Căn 3PN - tòa TK2 - The Tonkin - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,8280000000.0,100000000.0,,82.5,3.0,2.0,10.0,,The Tonkin,TK2,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:c1bd182c-0570-4b50-870c-d9d8c4dd7a69
6734,onehousing,https://onehousing.vn/bds/can-1pn-toa-s4-01-the-sapphire-vinhomes-smart-city.V18INH,6314f62e-a15e-4e3f-a867-8f0a96574824,2026-06-14T04:45:55.872334+00:00,2025-11-17T02:39:40+00:00,2026-06-14T04:45:55.872334+00:00,Căn 1PN+ - tòa S4.01 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4343000000.0,91000000.0,,47.7,1.0,1.0,20.0,,The Sapphire,S4.01,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:6314f62e-a15e-4e3f-a867-8f0a96574824
6735,onehousing,https://onehousing.vn/bds/can-2pn-toa-s2-05-the-sapphire-vinhomes-smart-city.EZLXMM,38c04aa3-7587-43b0-b652-4ce0a149059a,2026-06-14T04:45:55.872334+00:00,2025-11-17T02:39:40+00:00,2026-06-14T04:45:55.872334+00:00,Căn 2PN - tòa S2.05 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4950000000.0,91000000.0,,54.3,2.0,1.0,10.0,,The Sapphire,S2.05,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:38c04aa3-7587-43b0-b652-4ce0a149059a
6736,onehousing,https://onehousing.vn/bds/can-2pn-toa-tk1-the-tonkin-vinhomes-smart-city.CCQWOI,16f0e01a-5957-491a-b6f7-b4308d4ad46a,2026-06-14T04:45:55.872334+00:00,2026-01-09T09:32:13+00:00,2026-06-14T04:45:55.872334+00:00,Căn 2PN+ - tòa TK1 - The Tonkin - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,7476000000.0,102000000.0,,73.5,2.0,2.0,,,The Tonkin,TK1,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:16f0e01a-5957-491a-b6f7-b4308d4ad46a
6737,onehousing,https://onehousing.vn/bds/can-1pn-toa-s1-03-the-sapphire-vinhomes-smart-city.K7DOCY,9fd62876-c256-485e-a25c-c2322f74870d,2026-06-14T04:45:55.872334+00:00,2026-03-10T04:52:19+00:00,2026-06-14T04:45:55.872334+00:00,Căn 1PN+ - tòa S1.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4190000000.0,98000000.0,,42.8,1.0,1.0,9.0,,The Sapphire,S1.03,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:9fd62876-c256-485e-a25c-c2322f74870d
6738,onehousing,https://onehousing.vn/bds/can-studio-toa-sa3-the-sakura-vinhomes-smart-city.0GERRA,42c489dd-4dde-42c2-badf-1e09a5aa797f,2026-06-14T04:45:55.872334+00:00,2025-11-13T05:19:57+00:00,2026-06-14T04:45:55.872334+00:00,Căn Studio - tòa SA3 - The Sakura - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,2930000000.0,115000000.0,,25.4,0.0,1.0,7.0,,The Sakura,SA3,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:42c489dd-4dde-42c2-badf-1e09a5aa797f
6739,onehousing,https://onehousing.vn/bds/can-2pn-toa-gs5-the-miami-vinhomes-smart-city.YIBXP2,fa00149f-60f1-4565-914e-706f1ffb8c86,2026-06-14T04:45:55.872334+00:00,2025-11-29T04:25:20+00:00,2026-06-14T04:45:55.872334+00:00,Căn 2PN - tòa GS5 - The Miami - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,5807000000.0,91000000.0,,64.1,2.0,2.0,19.0,,The Miami,GS5,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:fa00149f-60f1-4565-914e-706f1ffb8c86
6740,onehousing,https://onehousing.vn/bds/can-2pn-toa-s4-03-the-sapphire-vinhomes-smart-city.KM7WAG,3fd0d93b-6365-4fd1-b96f-7b7a5b3887c6,2026-06-14T04:45:55.872334+00:00,2025-11-12T05:18:31+00:00,2026-06-14T04:45:55.872334+00:00,Căn 2PN - tòa S4.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4848000000.0,87000000.0,,55.5,2.0,1.0,30.0,,The Sapphire,S4.03,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:3fd0d93b-6365-4fd1-b96f-7b7a5b3887c6
6741,onehousing,https://onehousing.vn/bds/can-3pn-toa-sa2-the-sakura-vinhomes-smart-city.1ZDBYO,18cab708-2dd1-4958-8e78-a4339721f583,2026-06-14T04:45:55.872334+00:00,2025-11-12T05:18:31+00:00,2026-06-14T04:45:55.872334+00:00,Căn 3PN - tòa SA2 - The Sakura - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,7930000000.0,100000000.0,,79.2,3.0,1.0,30.0,,The Sakura,SA2,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:18cab708-2dd1-4958-8e78-a4339721f583
6742,onehousing,https://onehousing.vn/bds/can-1pn-toa-s3-03-the-sapphire-vinhomes-smart-city.KBZQZT,eb57fe1a-6134-486a-b1b8-967ad50d027a,2026-06-14T04:45:55.872334+00:00,2025-11-12T02:41:23+00:00,2026-06-14T04:45:55.872334+00:00,Căn 1PN - tòa S3.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,3182000000.0,93000000.0,,34.2,1.0,1.0,38.0,,The Sapphire,S3.03,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:eb57fe1a-6134-486a-b1b8-967ad50d027a
6703,onehousing,https://onehousing.vn/bds/can-1pn-toa-s1-03-the-sapphire-vinhomes-smart-city.76TF8G,395f9a98-65ae-4219-a2f8-bfa7aaf53cc9,2026-06-14T04:45:55.842891+00:00,2026-03-10T04:52:42+00:00,2026-06-14T04:45:55.842891+00:00,Căn 1PN+ - tòa S1.03 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,3838000000.0,90000000.0,,42.8,1.0,1.0,32.0,,The Sapphire,S1.03,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:395f9a98-65ae-4219-a2f8-bfa7aaf53cc9
6704,onehousing,https://onehousing.vn/bds/can-2pn-toa-gs1-the-miami-vinhomes-smart-city.G2IC8X,3fb7ea00-4d00-4959-ad67-1ea3152332ca,2026-06-14T04:45:55.842891+00:00,2026-01-09T09:31:20+00:00,2026-06-14T04:45:55.842891+00:00,Căn 2PN+ - tòa GS1 - The Miami - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,6060000000.0,96000000.0,,63.4,2.0,2.0,5.0,,The Miami,GS1,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:3fb7ea00-4d00-4959-ad67-1ea3152332ca
6705,onehousing,https://onehousing.vn/bds/can-1pn-toa-gs1-the-miami-vinhomes-smart-city.WR37QD,2966a931-27ea-4e2f-b365-f184d21714c5,2026-06-14T04:45:55.842891+00:00,2026-01-09T09:30:58+00:00,2026-06-14T04:45:55.842891+00:00,Căn 1PN+ - tòa GS1 - The Miami - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,4400000000.0,93000000.0,,47.5,1.0,1.0,2.0,,The Miami,GS1,,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:2966a931-27ea-4e2f-b365-f184d21714c5
6706,onehousing,https://onehousing.vn/bds/can-2pn-toa-s1-06-the-sapphire-vinhomes-smart-city.DFBGOH,f5c202c8-0b0a-4f63-98cb-672bdc82297a,2026-06-14T04:45:55.842891+00:00,2025-12-09T03:16:24+00:00,2026-06-14T04:45:55.842891+00:00,Căn 2PN - tòa S1.06 - The Sapphire - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,5050000000.0,92000000.0,,54.9,2.0,1.0,12.0,,The Sapphire,S1.06,,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:f5c202c8-0b0a-4f63-98cb-672bdc82297a
6707,onehousing,https://onehousing.vn/bds/can-2pn-toa-tk2-the-tonkin-vinhomes-smart-city.T7SQZQ,ee4256c4-371c-4e2d-b284-9225a7ada004,2026-06-14T04:45:55.842891+00:00,2026-01-09T09:31:18+00:00,2026-06-14T04:45:55.842891+00:00,Căn 2PN - tòa TK2 - The Tonkin - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,7020000000.0,109000000.0,,64.5,2.0,2.0,28.0,,The Tonkin,TK2,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:ee4256c4-371c-4e2d-b284-9225a7ada004
6708,onehousing,https://onehousing.vn/bds/can-studio-toa-sa3-the-sakura-vinhomes-smart-city.LA41A9,ccf876e7-f6a1-4d57-a136-224d29761e2f,2026-06-14T04:45:55.842891+00:00,2025-12-03T02:06:54+00:00,2026-06-14T04:45:55.842891+00:00,Căn Studio - tòa SA3 - The Sakura - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,3081000000.0,97000000.0,,31.7,0.0,1.0,29.0,,The Sakura,SA3,internal,full,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:ccf876e7-f6a1-4d57-a136-224d29761e2f
6709,onehousing,https://onehousing.vn/bds/can-2pn-toa-gs3-the-miami-vinhomes-smart-city.RCOT6X,b7d343c6-dfc3-45b4-84da-3b6e7777e696,2026-06-14T04:45:55.842891+00:00,2026-01-06T04:03:59+00:00,2026-06-14T04:45:55.842891+00:00,Căn 2PN+ - tòa GS3 - The Miami - Vinhomes Smart City,"P. Tây Mỗ, Q. Nam Từ Liêm, TP. Hà Nội",vinhomes-smart-city,Vinhomes Smart City,apartment,sale,6060000000.0,98000000.0,,61.9,2.0,2.0,9.0,,The Miami,GS3,internal,basic,available,0,"[""structured_onehousing"", ""classify_secondary""]",onehousing:b7d343c6-dfc3-45b4-84da-3b6e7777e696
