source,source_url,external_id,observed_at,title,address,project_slug,project_name,property_type,purpose,price_total_vnd,price_per_m2_vnd,rent_monthly_vnd,area_m2,bedrooms,bathrooms,floor_number,total_floors,subdivision,tower,view,furniture,legal_status,is_verified,quality_flags_json,dedupe_key,basis,source_file,canonical_key,duplicate_count,duplicate_sources,model_training_eligible
vinhomesonline,https://vinhomesonline.vn/tin/p4-a016-primary-a3,p4-a016-primary-a3,2026-06-14T04:45:56.804881+00:00,"Bán Biệt thự tứ lập A016 — Thành phố Bình Minh Ocean Cam Lâm, Khánh Hòa Biệt thự tứ lập",,thanh-pho-binh-minh-ocean-cam-lam-khanh-hoa,"Thành phố Bình Minh Ocean Cam Lâm, Khánh Hòa",villa,sale,3600000000.0,48500000.0,,74.0,1.0,1.0,,,,P4,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p4-a016-primary-a3,property_candidate,data/processed/property_candidates.csv,thanh-pho-binh-minh-ocean-cam-lam-khanh-hoa|sale|villa|74|1|3600000000|p4,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c008-rent-a5,p3-c008-rent-a5,2026-06-14T04:45:56.878702+00:00,"Cho thuê Studio C008 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",apartment,rent,,,61000000.0,216.0,0.0,3.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c008-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|apartment|216|0|61000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c012-rent-a5,p3-c012-rent-a5,2026-06-14T04:45:56.951198+00:00,"bán Mã: C012 60 triệu/tháng Cho thuê Studio C012 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",apartment,rent,,,60000000.0,283.0,0.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c012-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|apartment|283|0|60000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-a010-rent-a5,p3-a010-rent-a5,2026-06-14T04:45:56.951198+00:00,"Cho thuê Penthouse A010 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,rent,,,70000000.0,126.0,3.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-a010-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|other|126|3|70000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-a002-rent-a5,p3-a002-rent-a5,2026-06-14T04:45:56.951198+00:00,"Cho thuê Penthouse A002 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,rent,,,53000000.0,131.0,3.0,3.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-a002-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|other|131|3|53000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-a006-rent-a5,p3-a006-rent-a5,2026-06-14T04:45:56.951198+00:00,"bán Mã: A006 24 triệu/tháng Cho thuê Văn phòng A006 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Văn phòng",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,rent,,,24000000.0,142.0,3.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-a006-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|other|142|3|24000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c024-rent-a5,p3-c024-rent-a5,2026-06-14T04:45:56.951198+00:00,"Cho thuê Penthouse C024 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,rent,,,60000000.0,300.0,4.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c024-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|other|300|4|60000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c004-rent-a5,p3-c004-rent-a5,2026-06-14T04:45:56.878702+00:00,"Cho thuê Penthouse C004 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,rent,,,65000000.0,67.0,1.0,2.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c004-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|other|67|1|65000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-b026-rent-a5,p3-b026-rent-a5,2026-06-14T04:45:56.878702+00:00,"bán Mã: B026 76 triệu/tháng Cho thuê Nhà phố B026 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Nhà phố",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",townhouse,rent,,,76000000.0,268.0,3.0,2.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-b026-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|townhouse|268|3|76000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c016-rent-a5,p3-c016-rent-a5,2026-06-14T04:45:56.951198+00:00,"Cho thuê Biệt thự đơn lập C016 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự đơn lập",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,rent,,,88000000.0,185.0,2.0,4.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c016-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|villa|185|2|88000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c020-rent-a5,p3-c020-rent-a5,2026-06-14T04:45:56.951198+00:00,"bán Mã: C020 40 triệu/tháng Cho thuê Biệt thự shop C020 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự shop",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,rent,,,40000000.0,273.0,1.0,3.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c020-rent-a5,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|rent|villa|273|1|40000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-b008-primary-a3,p3-b008-primary-a3,2026-06-14T04:45:56.804881+00:00,"bán 3 môi giới Mã: B008 7.3 tỷ 66,5 triệu/m² Bán Studio B008 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",apartment,sale,7300000000.0,66500000.0,,109.0,0.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-b008-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|apartment|109|0|7300000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c008-secondary-a4,p3-c008-secondary-a4,2026-06-14T04:45:56.447705+00:00,"Bán Studio C008 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",apartment,sale,25700000000.0,119000000.0,,216.0,0.0,3.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c008-secondary-a4,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|apartment|216|0|25700000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c012-primary-a3,p3-c012-primary-a3,2026-06-14T04:45:56.597384+00:00,"bán 3 môi giới Mã: C012 27.6 tỷ 97,5 triệu/m² Bán Studio C012 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",apartment,sale,27600000000.0,97500000.0,,283.0,0.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c012-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|apartment|283|0|27600000000|p3,2,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-a010-primary-a3,p3-a010-primary-a3,2026-06-14T04:45:56.674627+00:00,"Bán Penthouse A010 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,sale,9100000000.0,72000000.0,,126.0,3.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-a010-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|other|126|3|9100000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-a002-secondary-a4,p3-a002-secondary-a4,2026-06-14T04:45:56.521958+00:00,"Bán Penthouse A002 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,sale,7800000000.0,59600000.0,,131.0,3.0,3.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-a002-secondary-a4,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|other|131|3|7800000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c030-primary-a3,p3-c030-primary-a3,2026-06-14T04:45:56.674627+00:00,"bán 3 môi giới Mã: C030 18.4 tỷ 114,1 triệu/m² Bán Mặt bằng bán lẻ C030 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Mặt bằng bán lẻ",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,sale,18400000000.0,114100000.0,,161.0,1.0,2.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c030-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|other|161|1|18400000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-b002-primary-a3,p3-b002-primary-a3,2026-06-14T04:45:56.674627+00:00,"Bán Mặt bằng bán lẻ B002 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Mặt bằng bán lẻ",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,sale,17400000000.0,99000000.0,,176.0,3.0,4.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-b002-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|other|176|3|17400000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-b020-primary-a3,p3-b020-primary-a3,2026-06-14T04:45:56.804881+00:00,"Bán Penthouse B020 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,sale,28200000000.0,102600000.0,,275.0,5.0,4.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-b020-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|other|275|5|28200000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c024-primary-a3,p3-c024-primary-a3,2026-06-14T04:45:56.674627+00:00,"Bán Penthouse C024 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,sale,18700000000.0,62200000.0,,300.0,4.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c024-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|other|300|4|18700000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c004-secondary-a4,p3-c004-secondary-a4,2026-06-14T04:45:56.373519+00:00,"Bán Penthouse C004 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Penthouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",other,sale,6200000000.0,92500000.0,,67.0,1.0,2.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c004-secondary-a4,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|other|67|1|6200000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-a004-primary-a3,p3-a004-primary-a3,2026-06-14T04:45:56.674627+00:00,"Bán Shophouse A004 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Shophouse",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",shophouse,sale,8100000000.0,47300000.0,,171.0,4.0,2.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-a004-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|shophouse|171|4|8100000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c010-secondary-a4,p3-c010-secondary-a4,2026-06-14T04:45:56.447705+00:00,"bán Mã: C010 6.7 tỷ 40,4 triệu/m² Bán Nhà phố C010 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Nhà phố",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",townhouse,sale,6700000000.0,40400000.0,,166.0,4.0,4.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c010-secondary-a4,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|townhouse|166|4|6700000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-b026-primary-a3,p3-b026-primary-a3,2026-06-14T04:45:56.597384+00:00,"bán 3 môi giới Mã: B026 18.2 tỷ 67,9 triệu/m² Bán Nhà phố B026 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Nhà phố",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",townhouse,sale,18200000000.0,67900000.0,,268.0,3.0,2.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-b026-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|townhouse|268|3|18200000000|p3,2,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-b014-primary-a3,p3-b014-primary-a3,2026-06-14T04:45:56.804881+00:00,"Bán Biệt thự đơn lập B014 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự đơn lập",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,sale,14800000000.0,87000000.0,,170.0,2.0,2.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-b014-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|villa|170|2|14800000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c016-secondary-a4,p3-c016-secondary-a4,2026-06-14T04:45:56.521958+00:00,"Bán Biệt thự đơn lập C016 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự đơn lập",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,sale,16899999999.999998,91400000.0,,185.0,2.0,4.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c016-secondary-a4,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|villa|185|2|16900000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c018-primary-a3,p3-c018-primary-a3,2026-06-14T04:45:56.674627+00:00,"Bán Biệt thự song lập C018 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự song lập",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,sale,27700000000.0,103900000.0,,267.0,5.0,4.0,,,,P3,water,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c018-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|villa|267|5|27700000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c002-secondary-a4,p3-c002-secondary-a4,2026-06-14T04:45:56.373519+00:00,"bán Mã: C002 33.7 tỷ 114,8 triệu/m² Bán Biệt thự shop C002 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự shop",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,sale,33700000000.000004,114800000.0,,294.0,2.0,3.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c002-secondary-a4,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|villa|294|2|33700000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-a016-primary-a3,p3-a016-primary-a3,2026-06-14T04:45:56.674627+00:00,"bán 3 môi giới Mã: A016 18.9 tỷ 62,6 triệu/m² Bán Biệt thự shop A016 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự shop",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,sale,18900000000.0,62600000.0,,301.0,2.0,1.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""status_sold"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-a016-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|villa|301|2|18900000000|p3,1,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c006-primary-a3,p3-c006-primary-a3,2026-06-14T04:45:56.597384+00:00,"Bán Biệt thự đơn lập C006 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự đơn lập",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,sale,2000000000.0,43200000.0,,47.0,1.0,4.0,,,,P3,,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c006-primary-a3,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|villa|47|1|2000000000|p3,2,vinhomesonline,False
vinhomesonline,https://vinhomesonline.vn/tin/p3-c014-secondary-a4,p3-c014-secondary-a4,2026-06-14T04:45:56.521958+00:00,"Bán Biệt thự song lập C014 — Vịnh Ngọc Riverside Dương Kinh, Hải Phòng Biệt thự song lập",,vinh-ngoc-riverside-duong-kinh-hai-phong,"Vịnh Ngọc Riverside Dương Kinh, Hải Phòng",villa,sale,8700000000.0,105700000.0,,82.0,3.0,4.0,,,,P3,water,,,0.0,"[""candidate_vinhomesonline"", ""card_candidate"", ""unmapped_project""]",property_candidate:vinhomesonline:p3-c014-secondary-a4,property_candidate,data/processed/property_candidates.csv,vinh-ngoc-riverside-duong-kinh-hai-phong|sale|villa|82|3|8700000000|p3,1,vinhomesonline,False
market_vinhomes,https://market.vinhomes.vn/thu-cap/saun2594-1-pn-1-toa-gh2-khu-glory-heights-vinhomes-grand-park,,2026-06-22T07:35:05.344071+00:00,"1 PN + 1, Tòa GH2, khu Glory Heights",,vinhomes-grand-park,Vinhomes Grand Park,apartment,sale,2410000000.0,68760000.0,,46.5,1.0,,,5.0,glory heights,,,,,0.0,[],market_vinhomes:https://market.vinhomes.vn/thu-cap/saun2594-1-pn-1-toa-gh2-khu-glory-heights-vinhomes-grand-park,market_listing,crawl_data/market_vinhomes.csv,vinhomes-grand-park|sale|apartment|46|1|2400000000|glory heights,1,market_vinhomes,True
market_vinhomes,https://market.vinhomes.vn/thu-cap/saun2587-2-pn-toa-gh5-khu-glory-heights-vinhomes-grand-park,,2026-06-22T07:35:04.066570+00:00,"2 PN, Tòa GH5, khu Glory Heights",,vinhomes-grand-park,Vinhomes Grand Park,apartment,sale,2940000000.0,80810000.0,,58.9,2.0,,,5.0,glory heights,,,,,0.0,[],market_vinhomes:https://market.vinhomes.vn/thu-cap/saun2587-2-pn-toa-gh5-khu-glory-heights-vinhomes-grand-park,market_listing,crawl_data/market_vinhomes.csv,vinhomes-grand-park|sale|apartment|59|2|2950000000|glory heights,1,market_vinhomes,True
market_vinhomes,https://market.vinhomes.vn/thu-cap/ssap1055-3-pn-toa-s6-06-khu-the-origami-vinhomes-grand-park,,2026-06-22T07:35:06.631490+00:00,"3 PN, Tòa S6.06, khu The Origami",,vinhomes-grand-park,Vinhomes Grand Park,apartment,sale,3150000000.0,66840000.0,,81.2,3.0,,,5.0,the origami,S6.06,,,,0.0,[],market_vinhomes:https://market.vinhomes.vn/thu-cap/ssap1055-3-pn-toa-s6-06-khu-the-origami-vinhomes-grand-park,market_listing,crawl_data/market_vinhomes.csv,vinhomes-grand-park|sale|apartment|81|3|3150000000|s6 06 the origami,1,market_vinhomes,True
batdongsan,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-mega-complex-vinhomes-ocean-park-2/ban-cx-vin2-ap-goc-hoan-thien-2-tang-9-3-ty-62-5-m2-gia-tot-lh-pr45528829,45528829,2026-06-14T04:45:54.447632+00:00,"GIẢM SÂU,chỉ 8.8 tỷ sở hữu căn hoàn thiện 2 tầng áp góc CX ở Vin2 diện tích 62,5 m2. LH: 0917 891 ***","Xã Nghĩa Trụ, Hưng Yên (địa chỉ cũ: Huyện Văn Giang, Hưng Yên) là sự lựa chọn hoàn",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,apartment,sale,9200000000.0,147200000.0,,62.5,2.0,,,,,M2,water,full,sổ đỏ/sổ hồng,1.0,[],batdongsan:45528829,listing,data/processed/listings.csv,vinhomes-ocean-park-2|sale|apartment|62|2|9200000000|m2 xa nghia tru hung yen dia chi cu huyen van giang hung yen la su lua chon hoan,1,batdongsan,True
batdongsan,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-vinhomes-ocean-park-2/tai-sao-can-xe-khe-105m-nay-lai-uoc-hoi-nhieu-nhat-hom-nay-pr45277867,45277867,2026-06-14T04:45:54.447632+00:00,"Quỹ căn liền kề, xẻ khe, shophouse, biệt thự tháng 6/2026 được quan tâm nhất ngày hôm nay",,vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,12500000000.0,119050000.0,,105.0,,,,,Ngọc Trai,,internal,empty,sổ đỏ/sổ hồng,0.0,[],batdongsan:45277867,listing,data/processed/listings.csv,vinhomes-ocean-park-2|sale|shophouse|105|na|12500000000|ngoc trai,1,batdongsan,True
onehousing,https://onehousing.vn/bds/shophouse-huong-view-duong-lon-k-town-vinhomes-ocean-park-2-the-empire.V61ZJ8,d5d7557e-aca4-4b1a-8b8f-8192881972da,2026-06-14T04:45:56.162903+00:00,Shophouse - hướng/view Đường lớn - K-Town - Vinhomes Ocean Park 2 - The Empire,"X. Long Hưng, H. Văn Giang, T. Hưng Yên",vinhomes-ocean-park-2,Vinhomes Ocean Park 2,shophouse,sale,20400000000.0,185000000.0,,110.0,0.0,4.0,,,k-town,,,basic,available,0.0,"[""classify_secondary"", ""structured_onehousing""]",onehousing:d5d7557e-aca4-4b1a-8b8f-8192881972da,listing,data/processed/listings.csv,vinhomes-ocean-park-2|sale|shophouse|110|0|20400000000|k town x long hung h van giang t hung yen,1,onehousing,True
